"Var1" "Freq" "Porc"
"868" "School - PS 66 School of Higher Expectations" 4 3.99510200494194e-07
"869" "School - PS 67 Mohegan School" 4 3.99510200494194e-07
"870" "School - PS 68 Cambridge" 4 3.99510200494194e-07
"871" "School - PS 748 Brooklyn School for Global Scholars" 4 3.99510200494194e-07
"872" "School - PS 77 Lower Lab School" 4 3.99510200494194e-07
"873" "School - PS 8 Shirlee Solomon" 4 3.99510200494194e-07
"874" "School - PS 81 Jean Paul Richter" 4 3.99510200494194e-07
"875" "School - PS 89 Elmhurst" 4 3.99510200494194e-07
"876" "School - PS 97 Forest Park" 4 3.99510200494194e-07
"877" "School - PS 97 The Highlawn" 4 3.99510200494194e-07
"878" "School - PS 98 Shorac Kappock" 4 3.99510200494194e-07
"879" "School - PS 98 The Douglaston School" 4 3.99510200494194e-07
"880" "School - PS 99 Isaac Asimov" 4 3.99510200494194e-07
"881" "School - PS K315" 4 3.99510200494194e-07
"882" "School - PS-IS 178 Holliswood" 4 3.99510200494194e-07
"883" "School - PS-IS 217 Roosevelt Island" 4 3.99510200494194e-07
"884" "School - PS-MS 200 - The Pomonok School and Star Academy" 4 3.99510200494194e-07
"885" "School - Satellite Three" 4 3.99510200494194e-07
"886" "School - Sheridan Academy for Young Leaders" 4 3.99510200494194e-07
"887" "School - Staten Island Technical High School" 4 3.99510200494194e-07
"888" "School - The New American Academy at Roberto Clemente State Park" 4 3.99510200494194e-07
"889" "School - The STAR Academy PS63" 4 3.99510200494194e-07
"890" "School - The Urban Assembly School for Green Careers" 4 3.99510200494194e-07
"891" "School - The Urban Assembly School for Law and Justice" 4 3.99510200494194e-07
"892" "School - Urban Assembly School of Design and Construction" 4 3.99510200494194e-07
"893" "School - Washington Heights Academy" 4 3.99510200494194e-07
"894" "School - WEB Dubois Academic High School" 4 3.99510200494194e-07
"895" "School - Williamsburg High School for Architecture and Design" 4 3.99510200494194e-07
"896" "VAC" 4 3.99510200494194e-07
"897" "DesignCom" 3 2.99632650370646e-07
"898" "DHS" 3 2.99632650370646e-07
"899" "DV" 3 2.99632650370646e-07
"900" "NYCERS" 3 2.99632650370646e-07
"901" "School - Access GED - East at South Shore High School" 3 2.99632650370646e-07
"902" "School - All City Leadership Secondary School" 3 2.99632650370646e-07
"903" "School - Archimedes Academy for Math, Science, and Technology Applications" 3 2.99632650370646e-07
"904" "School - Bayard Rustin Educational Complex" 3 2.99632650370646e-07
"905" "School - Beach Channel High School" 3 2.99632650370646e-07
"906" "School - Bronx Career and College Preparatory High School" 3 2.99632650370646e-07
"907" "School - Bronx Dance Academy School" 3 2.99632650370646e-07
"908" "School - Bronx Regional High School" 3 2.99632650370646e-07
"909" "School - Bronx School for Law, Government, and Justice" 3 2.99632650370646e-07
"910" "School - Bronx Theatre High School" 3 2.99632650370646e-07
"911" "School - Brooklyn Collegiate: A College Board School" 3 2.99632650370646e-07
"912" "School - Brooklyn Excelsior Charter" 3 2.99632650370646e-07
"913" "School - Canarsie Ascend Charter School" 3 2.99632650370646e-07
"914" "School - Catherine and Count Basie Middle School 72" 3 2.99632650370646e-07
"915" "School - Collaborative Arts Middle School" 3 2.99632650370646e-07
"916" "School - Community Action School - MS 258" 3 2.99632650370646e-07
"917" "School - Creston Academy" 3 2.99632650370646e-07
"918" "School - East Bronx Academy for the Future" 3 2.99632650370646e-07
"919" "School - East New York Elementary School of Excellence" 3 2.99632650370646e-07
"920" "School - Edward A Reynolds West Side High School" 3 2.99632650370646e-07
"921" "School - Fairmont Neighborhood School" 3 2.99632650370646e-07
"922" "School - Foundations Academy" 3 2.99632650370646e-07
"923" "School - Goldie Maple Academy" 3 2.99632650370646e-07
"924" "School - Green School: An Academy for Environmental Careers" 3 2.99632650370646e-07
"925" "School - High School for Mathematics, Science and Engineering at City College" 3 2.99632650370646e-07
"926" "School - High School for Service and Learning at Erasmus" 3 2.99632650370646e-07
"927" "School - High School of Hospitality Management" 3 2.99632650370646e-07
"928" "School - Independence High School" 3 2.99632650370646e-07
"929" "School - IS 059 Springfield Gardens" 3 2.99632650370646e-07
"930" "School - IS 227 Louis Armstrong" 3 2.99632650370646e-07
"931" "School - IS 228 David A Boody" 3 2.99632650370646e-07
"932" "School - IS 61 Leonardo Da Vinci" 3 2.99632650370646e-07
"933" "School - It Takes a Village Academy" 3 2.99632650370646e-07
"934" "School - JHS 142 John Philip Sousa" 3 2.99632650370646e-07
"935" "School - JHS 157 Stephen A Halsey" 3 2.99632650370646e-07
"936" "School - JHS 162 Lola Rodriguez De Tio" 3 2.99632650370646e-07
"937" "School - JHS 167 Robert F Wagner" 3 2.99632650370646e-07
"938" "School - JHS 185 Edward Bleeker" 3 2.99632650370646e-07
"939" "School - JHS 210 Elizabeth Blackwell" 3 2.99632650370646e-07
"940" "School - JHS 67 Louis Pasteur" 3 2.99632650370646e-07
"941" "School - JHS 72 Catherine and Count Basie" 3 2.99632650370646e-07
"942" "School - John Ericsson Middle School 126" 3 2.99632650370646e-07
"943" "School - Leadership Prep Bedford Stuyvesant Charter School" 3 2.99632650370646e-07
"944" "School - Legacy School for Integrated Studies" 3 2.99632650370646e-07
"945" "School - Louis D Brandeis High School" 3 2.99632650370646e-07
"946" "School - Lower Manhattan Arts Academy" 3 2.99632650370646e-07
"947" "School - Magnet School for Science and Technology" 3 2.99632650370646e-07
"948" "School - Manhattan Bridges High School" 3 2.99632650370646e-07
"949" "School - Manhattan Center for Science and Mathematics" 3 2.99632650370646e-07
"950" "School - Middle School for Art and Philosophy" 3 2.99632650370646e-07
"951" "School - Mott Hall II" 3 2.99632650370646e-07
"952" "School - MS 101 Edward R Byrne" 3 2.99632650370646e-07
"953" "School - MS 126 John Ericsson" 3 2.99632650370646e-07
"954" "School - MS 301 Paul L Dunbar" 3 2.99632650370646e-07
"955" "School - MS 302 Luisa Dessus Cruz" 3 2.99632650370646e-07
"956" "School - MS 582" 3 2.99632650370646e-07
"957" "School - New Explorations into Science, Technology and Math High School" 3 2.99632650370646e-07
"958" "School - New Heights Academy Charter School" 3 2.99632650370646e-07
"959" "School - New Hope Academy Charter School" 3 2.99632650370646e-07
"960" "School - New Utrecht Evening High School - Mondays and Wednesdays" 3 2.99632650370646e-07
"961" "School - New World Preparatory Charter School" 3 2.99632650370646e-07
"962" "School - New York City Montessori Charter School" 3 2.99632650370646e-07
"963" "School - NYC Museum School" 3 2.99632650370646e-07
"964" "School - Performance Conservatory High School" 3 2.99632650370646e-07
"965" "School - PS - IS 266" 3 2.99632650370646e-07
"966" "School - PS 100 Isaac Clason" 3 2.99632650370646e-07
"967" "School - PS 102 Bayview" 3 2.99632650370646e-07
"968" "School - PS 107" 3 2.99632650370646e-07
"969" "School - PS 11 Purvis J Behan" 3 2.99632650370646e-07
"970" "School - PS 110 Theodore Schoenfeld" 3 2.99632650370646e-07
"971" "School - PS 112 Dutch Kills" 3 2.99632650370646e-07
"972" "School - PS 115 Alexander Humboldt" 3 2.99632650370646e-07
"973" "School - PS 12 James B Colgate" 3 2.99632650370646e-07
"974" "School - PS 12 Lewis and Clark School" 3 2.99632650370646e-07
"975" "School - PS 120 Carlos Tapia" 3 2.99632650370646e-07
"976" "School - PS 120 Queens" 3 2.99632650370646e-07
"977" "School - PS 125 Ralph Bunche" 3 2.99632650370646e-07
"978" "School - PS 132 Ralph Bunche" 3 2.99632650370646e-07
"979" "School - PS 134 George F Bristow" 3 2.99632650370646e-07
"980" "School - PS 135 Sheldon A Brookner" 3 2.99632650370646e-07
"981" "School - PS 137 John L Bernstein" 3 2.99632650370646e-07
"982" "School - PS 141" 3 2.99632650370646e-07
"983" "School - PS 145 The Bloomingdale School" 3 2.99632650370646e-07
"984" "School - PS 146 Ann M Short" 3 2.99632650370646e-07
"985" "School - PS 149 Christa Mcauliffe" 3 2.99632650370646e-07
"986" "School - PS 15 Roberto Clemente" 3 2.99632650370646e-07
"987" "School - PS 156 Waverly" 3 2.99632650370646e-07
"988" "School - PS 165 Ida Posner" 3 2.99632650370646e-07
"989" "School - PS 173" 3 2.99632650370646e-07
"990" "School - PS 173 Fresh Meadows" 3 2.99632650370646e-07
"991" "School - PS 174 William Sidney Mount" 3 2.99632650370646e-07
"992" "School - PS 18 Winchester" 3 2.99632650370646e-07
"993" "School - PS 182 Samantha Smith" 3 2.99632650370646e-07
"994" "School - PS 187 Hudson Cliffs" 3 2.99632650370646e-07
"995" "School - PS 188" 3 2.99632650370646e-07
"996" "School - PS 197 The Ocean School" 3 2.99632650370646e-07
"997" "School - PS 199 Frederick Wachtel" 3 2.99632650370646e-07
"998" "School - PS 199 Maurice A Fitzgerald" 3 2.99632650370646e-07
"999" "School - PS 2 Alfred Zimberg" 3 2.99632650370646e-07
"1000" "School - PS 208 Alain L Locke" 3 2.99632650370646e-07
"1001" "School - PS 208 Elsa Ebeling" 3 2.99632650370646e-07
"1002" "School - PS 209" 3 2.99632650370646e-07
"1003" "School - PS 21 Edward Hart" 3 2.99632650370646e-07
"1004" "School - PS 220 Edward Mandel" 3 2.99632650370646e-07
"1005" "School - PS 226 - Manhattan" 3 2.99632650370646e-07
"1006" "School - PS 234" 3 2.99632650370646e-07
"1007" "School - PS 24 Andrew Jackson" 3 2.99632650370646e-07
"1008" "School - PS 241 Emma L Johnston" 3 2.99632650370646e-07
"1009" "School - PS 243 The Weeksville School" 3 2.99632650370646e-07
"1010" "School - PS 243K The Weeksville School" 3 2.99632650370646e-07
"1011" "School - PS 244 Richard R Green" 3 2.99632650370646e-07
"1012" "School - PS 25 Bilingual School" 3 2.99632650370646e-07
"1013" "School - PS 251 Queens" 3 2.99632650370646e-07
"1014" "School - PS 255" 3 2.99632650370646e-07
"1015" "School - PS 26 The Carteret School" 3 2.99632650370646e-07
"1016" "School - PS 28 Mount Hope" 3 2.99632650370646e-07
"1017" "School - PS 29 Queens" 3 2.99632650370646e-07
"1018" "School - PS 295" 3 2.99632650370646e-07
"1019" "School - PS 305 Dr Peter Ray" 3 2.99632650370646e-07
"1020" "School - PS 31 Bayside" 3 2.99632650370646e-07
"1021" "School - PS 310 Marble Hill" 3 2.99632650370646e-07
"1022" "School - PS 312 Bergen Beach" 3 2.99632650370646e-07
"1023" "School - PS 319" 3 2.99632650370646e-07
"1024" "School - PS 327 Dr Rose B English" 3 2.99632650370646e-07
"1025" "School - PS 332 Charles H Houston" 3 2.99632650370646e-07
"1026" "School - PS 36 Unionport" 3 2.99632650370646e-07
"1027" "School - PS 376" 3 2.99632650370646e-07
"1028" "School - PS 40 Augustus Saint-Gaudens" 3 2.99632650370646e-07
"1029" "School - PS 42 Claremont" 3 2.99632650370646e-07
"1030" "School - PS 46 Alley Pond" 3 2.99632650370646e-07
"1031" "School - PS 5 Huguenot" 3 2.99632650370646e-07
"1032" "School - PS 51 Bronx New School" 3 2.99632650370646e-07
"1033" "School - PS 52 Queens" 3 2.99632650370646e-07
"1034" "School - PS 53" 3 2.99632650370646e-07
"1035" "School - PS 53 Basheer Quisim" 3 2.99632650370646e-07
"1036" "School - PS 55 Benjamin Franklin" 3 2.99632650370646e-07
"1037" "School - PS 58 School of Heroes" 3 2.99632650370646e-07
"1038" "School - PS 58 The Carroll" 3 2.99632650370646e-07
"1039" "School - PS 59 The Community School of Technology" 3 2.99632650370646e-07
"1040" "School - PS 6 Corporal Allan F Kivlehan School" 3 2.99632650370646e-07
"1041" "School - PS 6 Lillie D Blake" 3 2.99632650370646e-07
"1042" "School - PS 6 West Farms" 3 2.99632650370646e-07
"1043" "School - PS 63 The Star Academy" 3 2.99632650370646e-07
"1044" "School - PS 64 Joseph P Addabbo" 3 2.99632650370646e-07
"1045" "School - PS 65 - The Little Red School House" 3 2.99632650370646e-07
"1046" "School - PS 65 The Raymond York Elementary School" 3 2.99632650370646e-07
"1047" "School - PS 69 Daniel D Tompkins" 3 2.99632650370646e-07
"1048" "School - PS 72 Dr William Dorney" 3 2.99632650370646e-07
"1049" "School - PS 721 Brooklyn Occupational Training Center" 3 2.99632650370646e-07
"1050" "School - PS 74 Future Leaders Elementary School" 3 2.99632650370646e-07
"1051" "School - PS 811 - Bronx" 3 2.99632650370646e-07
"1052" "School - PS 82 Hammond" 3 2.99632650370646e-07
"1053" "School - PS 85 Judge Charles Vallone" 3 2.99632650370646e-07
"1054" "School - PS 9 Ryer Avenue Elementary School" 3 2.99632650370646e-07
"1055" "School - PS 92 Bronx" 3 2.99632650370646e-07
"1056" "School - PS 95 Sheila Mencher" 3 2.99632650370646e-07
"1057" "School - PS Q222 Fire Fighter Christopher A Santora School" 3 2.99632650370646e-07
"1058" "School - PS X012 Lewis and Clark School" 3 2.99632650370646e-07
"1059" "School - PS-IS 104 The Fort Hamilton School" 3 2.99632650370646e-07
"1060" "School - PS-IS 224" 3 2.99632650370646e-07
"1061" "School - PS-IS 323" 3 2.99632650370646e-07
"1062" "School - PS-IS 54" 3 2.99632650370646e-07
"1063" "School - PS-IS 72 Annette P Goldman" 3 2.99632650370646e-07
"1064" "School - PS-MS 29 Melrose School" 3 2.99632650370646e-07
"1065" "School - PS-MS 31 The William Lloyd Garrison" 3 2.99632650370646e-07
"1066" "School - Riverdale Kingsbridge Academy" 3 2.99632650370646e-07
"1067" "School - Roads Charter School I" 3 2.99632650370646e-07
"1068" "School - School for Democracy and Leadership" 3 2.99632650370646e-07
"1069" "School - School for Global Leaders" 3 2.99632650370646e-07
"1070" "School - School for Legal Studies" 3 2.99632650370646e-07
"1071" "School - Spring Creek Community School" 3 2.99632650370646e-07
"1072" "School - Stevenson YABC" 3 2.99632650370646e-07
"1073" "School - Sunset Park High School" 3 2.99632650370646e-07
"1074" "School - Talent Unlimited High School" 3 2.99632650370646e-07
"1075" "School - The Academy of Talented Scholars" 3 2.99632650370646e-07
"1076" "School - The Richard H Hungerford School" 3 2.99632650370646e-07
"1077" "School - The Urban Assembly Institute for New Technologies" 3 2.99632650370646e-07
"1078" "School - The Urban Assembly School for Applied Math and Science" 3 2.99632650370646e-07
"1079" "School - The Windsor Terrace School" 3 2.99632650370646e-07
"1080" "School - Townsend Harris High School" 3 2.99632650370646e-07
"1081" "School - Transit Technology Career and Technical Education High School" 3 2.99632650370646e-07
"1082" "School - Urban Assembly School for Careers in Sports" 3 2.99632650370646e-07
"1083" "School - William E Grady Career and Technical Education High School" 3 2.99632650370646e-07
"1084" "School - Williamsburg Preparatory School" 3 2.99632650370646e-07
"1085" "School - York Early College Academy" 3 2.99632650370646e-07
"1086" "School - Young Scholars' Academy for Discovery and Exploration" 3 2.99632650370646e-07
"1087" "WF1" 3 2.99632650370646e-07
"1088" "311 Administrative Supervisor" 2 1.99755100247097e-07
"1089" "311 Case Management" 2 1.99755100247097e-07
"1090" "CFC - Bronx" 2 1.99755100247097e-07
"1091" "CFC - Queens East" 2 1.99755100247097e-07
"1092" "DCP" 2 1.99755100247097e-07
"1093" "DOE" 2 1.99755100247097e-07
"1094" "EDC" 2 1.99755100247097e-07
"1095" "LOFT" 2 1.99755100247097e-07
"1096" "NYCService" 2 1.99755100247097e-07
"1097" "School - 51 Avenue Academy - The Path To Academic Excellence" 2 1.99755100247097e-07
"1098" "School - Achievement First Brownsville Charter School" 2 1.99755100247097e-07
"1099" "School - Archimedes Academy for Math, Science and Technology Applications" 2 1.99755100247097e-07
"1100" "School - Aspirations Diploma Plus High School" 2 1.99755100247097e-07
"1101" "School - Beacon High School" 2 1.99755100247097e-07
"1102" "School - Bronx Aerospace High School" 2 1.99755100247097e-07
"1103" "School - Bronx Charter School for Children" 2 1.99755100247097e-07
"1104" "School - Bronx High School for the Visual Arts" 2 1.99755100247097e-07
"1105" "School - Bronx High School for Writing and Communication Arts" 2 1.99755100247097e-07
"1106" "School - Bronx High School of Science" 2 1.99755100247097e-07
"1107" "School - Bronx Lab School" 2 1.99755100247097e-07
"1108" "School - Bronx Lighthouse Charter School" 2 1.99755100247097e-07
"1109" "School - Bronx Preparatory Charter School" 2 1.99755100247097e-07
"1110" "School - Brooklyn Academy of Science and the Environment" 2 1.99755100247097e-07
"1111" "School - Brooklyn Brownstone School" 2 1.99755100247097e-07
"1112" "School - Brooklyn Institute for Liberal Arts" 2 1.99755100247097e-07
"1113" "School - Broome Street Academy Charter School" 2 1.99755100247097e-07
"1114" "School - Cambria Heights Academy" 2 1.99755100247097e-07
"1115" "School - Central Park East II" 2 1.99755100247097e-07
"1116" "School - Comprehensive Model School Project MS 327" 2 1.99755100247097e-07
"1117" "School - Concourse Village Elementary School" 2 1.99755100247097e-07
"1118" "School - CSI High School for International Studies" 2 1.99755100247097e-07
"1119" "School - Democracy Preparatory Charter School 2" 2 1.99755100247097e-07
"1120" "School - Eagle Academy for Young Men" 2 1.99755100247097e-07
"1121" "School - Eagle Academy for Young Men II" 2 1.99755100247097e-07
"1122" "School - East Brooklyn Community High School" 2 1.99755100247097e-07
"1123" "School - East Side Community School" 2 1.99755100247097e-07
"1124" "School - Ebbets Field Middle School" 2 1.99755100247097e-07
"1125" "School - Elementary School for Math, Science, and Technology" 2 1.99755100247097e-07
"1126" "School - Elijah Stroud Middle School" 2 1.99755100247097e-07
"1127" "School - Erasmus YABC" 2 1.99755100247097e-07
"1128" "School - Esperanza Preparatory Academy" 2 1.99755100247097e-07
"1129" "School - Essex Street Academy" 2 1.99755100247097e-07
"1130" "School - Explore Charter School" 2 1.99755100247097e-07
"1131" "School - Frank Sinatra School of the Arts High School" 2 1.99755100247097e-07
"1132" "School - Frederick Douglass Academy II Secondary School" 2 1.99755100247097e-07
"1133" "School - Frederick Douglass Academy VI High School" 2 1.99755100247097e-07
"1134" "School - Future Leaders Institute Charter School" 2 1.99755100247097e-07
"1135" "School - General D Chappie James Elementary School of Science" 2 1.99755100247097e-07
"1136" "School - Global Enterprise High School" 2 1.99755100247097e-07
"1137" "School - Grover Cleveland High School" 2 1.99755100247097e-07
"1138" "School - Harbor Science and Arts Charter School" 2 1.99755100247097e-07
"1139" "School - Harlem Children's Zone Promise Academy Charter School" 2 1.99755100247097e-07
"1140" "School - Harlem Success Academy I Charter School" 2 1.99755100247097e-07
"1141" "School - Health Opportunities High School" 2 1.99755100247097e-07
"1142" "School - High School for Construction Trades, Engineering and Architecture" 2 1.99755100247097e-07
"1143" "School - High School for Law and Public Service" 2 1.99755100247097e-07
"1144" "School - High School for Youth and Community Development at Erasmus" 2 1.99755100247097e-07
"1145" "School - In-Tech Academy MS-HS 368" 2 1.99755100247097e-07
"1146" "School - Information Technology High School" 2 1.99755100247097e-07
"1147" "School - Institute for Collaborative Education" 2 1.99755100247097e-07
"1148" "School - International Leadership Charter School" 2 1.99755100247097e-07
"1149" "School - International School for Liberal Arts" 2 1.99755100247097e-07
"1150" "School - Irwin Altman Middle School 172" 2 1.99755100247097e-07
"1151" "School - IS 093 Ridgewood" 2 1.99755100247097e-07
"1152" "School - IS 131 Dr Sun Yat Sen" 2 1.99755100247097e-07
"1153" "School - IS 250 The Robert F Kennedy Community Middle School" 2 1.99755100247097e-07
"1154" "School - IS 254" 2 1.99755100247097e-07
"1155" "School - IS 318 Math, Science, and Technology Through Arts" 2 1.99755100247097e-07
"1156" "School - IS 347 School of Humanities" 2 1.99755100247097e-07
"1157" "School - IS 5 - The Walter Crowley Intermediate School" 2 1.99755100247097e-07
"1158" "School - IS 528 Bea Fuller Rodgers School" 2 1.99755100247097e-07
"1159" "School - IS 75 Frank D Paulo" 2 1.99755100247097e-07
"1160" "School - Jean Nuzzi Intermediate School" 2 1.99755100247097e-07
"1161" "School - JHS 104 Simon Baruch" 2 1.99755100247097e-07
"1162" "School - JHS 113 Ronald Edmonds Learning Center" 2 1.99755100247097e-07
"1163" "School - JHS 118 William W Niles" 2 1.99755100247097e-07
"1164" "School - JHS 13 Jackie Robinson" 2 1.99755100247097e-07
"1165" "School - JHS 143 Eleanor Roosevelt" 2 1.99755100247097e-07
"1166" "School - JHS 145 Arturo Toscaninni" 2 1.99755100247097e-07
"1167" "School - JHS 158 Marie Curie" 2 1.99755100247097e-07
"1168" "School - JHS 166 George Gershwin" 2 1.99755100247097e-07
"1169" "School - JHS 189 Daniel Carter Beard" 2 1.99755100247097e-07
"1170" "School - JHS 45 John S Roberts" 2 1.99755100247097e-07
"1171" "School - JHS 57 Whitelaw Reid" 2 1.99755100247097e-07
"1172" "School - John Dewey High School" 2 1.99755100247097e-07
"1173" "School - John F Kennedy Jr School" 2 1.99755100247097e-07
"1174" "School - Jonathan Levin High School for Media and Communications" 2 1.99755100247097e-07
"1175" "School - Kappa II" 2 1.99755100247097e-07
"1176" "School - Kappa IV" 2 1.99755100247097e-07
"1177" "School - Kipp Infinity Charter School" 2 1.99755100247097e-07
"1178" "School - Knowledge and Power Preparatory Academy International High School (Kappa)" 2 1.99755100247097e-07
"1179" "School - Kurt Hahn Expeditionary Learning School" 2 1.99755100247097e-07
"1180" "School - Leadership and Public Service High School" 2 1.99755100247097e-07
"1181" "School - Learning to Work YABC at Monroe Academy" 2 1.99755100247097e-07
"1182" "School - Lower East Side School at PS 315" 2 1.99755100247097e-07
"1183" "School - Mark Twain IS 239 for the Gifted and Talented" 2 1.99755100247097e-07
"1184" "School - Marsh Avenue School for Expeditionary Learning" 2 1.99755100247097e-07
"1185" "School - Marta Valle Secondary School" 2 1.99755100247097e-07
"1186" "School - Mathematics, Science Research, and Technology Magnet High School" 2 1.99755100247097e-07
"1187" "School - Metropolitan Expeditionary Learning School" 2 1.99755100247097e-07
"1188" "School - Middle School of Marketing and Legal Studies" 2 1.99755100247097e-07
"1189" "School - Monroe Academy for Visual Arts and Design" 2 1.99755100247097e-07
"1190" "School - Mott Hall Bronx High School" 2 1.99755100247097e-07
"1191" "School - Mott Hall V" 2 1.99755100247097e-07
"1192" "School - Mott Haven Village Preparatory High School" 2 1.99755100247097e-07
"1193" "School - MS 129 Academy for Independent Learning and Leadership" 2 1.99755100247097e-07
"1194" "School - MS 2" 2 1.99755100247097e-07
"1195" "School - MS 203" 2 1.99755100247097e-07
"1196" "School - MS 224 Manhattan East School for Arts and Academics" 2 1.99755100247097e-07
"1197" "School - MS 250 West Side Collaborative Middle School" 2 1.99755100247097e-07
"1198" "School - MS 260 Clinton School Writers and Artists" 2 1.99755100247097e-07
"1199" "School - MS 328 - Manhattan Middle School for Scientific Inquiry" 2 1.99755100247097e-07
"1200" "School - MS 53 Brian Piccolo" 2 1.99755100247097e-07
"1201" "School - MS X101 Edward R Byrne" 2 1.99755100247097e-07
"1202" "School - Neighborhood School" 2 1.99755100247097e-07
"1203" "School - New Day Academy" 2 1.99755100247097e-07
"1204" "School - New Dorp Evening High School - Mondays and Wednesdays" 2 1.99755100247097e-07
"1205" "School - New Heights Middle School" 2 1.99755100247097e-07
"1206" "School - NYC Charter High School for Architecture, Engineering, and Construction Industries" 2 1.99755100247097e-07
"1207" "School - Peninsula Preparatory Academy Charter School" 2 1.99755100247097e-07
"1208" "School - Performance School" 2 1.99755100247097e-07
"1209" "School - Progress High School for Professional Careers" 2 1.99755100247097e-07
"1210" "School - PS 1 Courtlandt School" 2 1.99755100247097e-07
"1211" "School - PS 10" 2 1.99755100247097e-07
"1212" "School - PS 101 School in the Gardens" 2 1.99755100247097e-07
"1213" "School - PS 103 Hector Fontanez" 2 1.99755100247097e-07
"1214" "School - PS 106" 2 1.99755100247097e-07
"1215" "School - PS 108 Captain Vincent G Fowler" 2 1.99755100247097e-07
"1216" "School - PS 109 Sedgwick" 2 1.99755100247097e-07
"1217" "School - PS 110 The Monitor" 2 1.99755100247097e-07
"1218" "School - PS 113 Isaac Chauncey" 2 1.99755100247097e-07
"1219" "School - PS 115 Glen Oaks" 2 1.99755100247097e-07
"1220" "School - PS 119" 2 1.99755100247097e-07
"1221" "School - PS 126 Jacob August Riis" 2 1.99755100247097e-07
"1222" "School - PS 136 Roy Wilkins" 2 1.99755100247097e-07
"1223" "School - PS 146 Howard Beach" 2 1.99755100247097e-07
"1224" "School - PS 15 Jackie Robinson" 2 1.99755100247097e-07
"1225" "School - PS 150 Christopher" 2 1.99755100247097e-07
"1226" "School - PS 150 Tribeca Learning Center" 2 1.99755100247097e-07
"1227" "School - PS 159 Luis Munoz Marin Biling" 2 1.99755100247097e-07
"1228" "School - PS 16 Wakefield" 2 1.99755100247097e-07
"1229" "School - PS 183 Robert L Stevenson" 2 1.99755100247097e-07
"1230" "School - PS 184 Flushing Manor" 2 1.99755100247097e-07
"1231" "School - PS 184 Shuang Wen" 2 1.99755100247097e-07
"1232" "School - PS 19 Judith K Weiss" 2 1.99755100247097e-07
"1233" "School - PS 19 The Curtis School" 2 1.99755100247097e-07
"1234" "School - PS 191 Paul Robeson" 2 1.99755100247097e-07
"1235" "School - PS 204 Morris Heights" 2 1.99755100247097e-07
"1236" "School - PS 212" 2 1.99755100247097e-07
"1237" "School - PS 22 Thomas Jefferson" 2 1.99755100247097e-07
"1238" "School - PS 222 - Fire Fighter Christopher A Santora School" 2 1.99755100247097e-07
"1239" "School - PS 23 Carter G Woodson" 2 1.99755100247097e-07
"1240" "School - PS 236 Langston Hughes" 2 1.99755100247097e-07
"1241" "School - PS 238 Anne Sullivan" 2 1.99755100247097e-07
"1242" "School - PS 242 Leonard P Stavisky Early Childhood School" 2 1.99755100247097e-07
"1243" "School - PS 245" 2 1.99755100247097e-07
"1244" "School - PS 249 The Caton" 2 1.99755100247097e-07
"1245" "School - PS 253 - Brooklyn" 2 1.99755100247097e-07
"1246" "School - PS 26 Rufus King" 2 1.99755100247097e-07
"1247" "School - PS 277 Gerritsen Beach" 2 1.99755100247097e-07
"1248" "School - PS 290 Juan Morel Campos" 2 1.99755100247097e-07
"1249" "School - PS 3 Raul Julia Micro Society" 2 1.99755100247097e-07
"1250" "School - PS 307 Daniel Hale Williams" 2 1.99755100247097e-07
"1251" "School - PS 32 Belmont" 2 1.99755100247097e-07
"1252" "School - PS 321 William Penn" 2 1.99755100247097e-07
"1253" "School - PS 330" 2 1.99755100247097e-07
"1254" "School - PS 34 Franklin D Roosevelt" 2 1.99755100247097e-07
"1255" "School - PS 340" 2 1.99755100247097e-07
"1256" "School - PS 35 Franz Siegel" 2 1.99755100247097e-07
"1257" "School - PS 35 The Clove Valley School" 2 1.99755100247097e-07
"1258" "School - PS 36 Saint Albans School" 2 1.99755100247097e-07
"1259" "School - PS 361 East Flatbush Early Childhood School" 2 1.99755100247097e-07
"1260" "School - PS 37 - Multiple Intelligence School" 2 1.99755100247097e-07
"1261" "School - PS 38 George Cromwell" 2 1.99755100247097e-07
"1262" "School - PS 38 Rosedale" 2 1.99755100247097e-07
"1263" "School - PS 39 Henry Bristow" 2 1.99755100247097e-07
"1264" "School - PS 396 - Bronx" 2 1.99755100247097e-07
"1265" "School - PS 40 Augustus Saint Gaudens" 2 1.99755100247097e-07
"1266" "School - PS 41 Francis White" 2 1.99755100247097e-07
"1267" "School - PS 42 Benjamin Altman" 2 1.99755100247097e-07
"1268" "School - PS 46 Albert V Maniscalco" 2 1.99755100247097e-07
"1269" "School - PS 48 William Wordsworth" 2 1.99755100247097e-07
"1270" "School - PS 52 John C Thompson" 2 1.99755100247097e-07
"1271" "School - PS 56 Harry Eichler" 2 1.99755100247097e-07
"1272" "School - PS 56 Lewis H Latimer" 2 1.99755100247097e-07
"1273" "School - PS 61 Francisco Oller" 2 1.99755100247097e-07
"1274" "School - PS 62 Inocensio Casanova" 2 1.99755100247097e-07
"1275" "School - PS 65 Mother Hale Academy" 2 1.99755100247097e-07
"1276" "School - PS 65 The Academy of Innovative Learning" 2 1.99755100247097e-07
"1277" "School - PS 66 Jacqueline Kennedy Onassis" 2 1.99755100247097e-07
"1278" "School - PS 71 Forest" 2 1.99755100247097e-07
"1279" "School - PS 75" 2 1.99755100247097e-07
"1280" "School - PS 753 School for Career Development" 2 1.99755100247097e-07
