"Var1" "Freq" "Porc"
"441" "School - Manhattan Theatre Lab High School" 8 7.99020400988388e-07
"442" "School - New World High School" 8 7.99020400988388e-07
"443" "School - PS 1 Alfred E Smith" 8 7.99020400988388e-07
"444" "School - PS 111 Seton Falls" 8 7.99020400988388e-07
"445" "School - PS 128 The Lorraine Tuzzo Juniper Valley Elementary School" 8 7.99020400988388e-07
"446" "School - PS 13 Clement C Moore" 8 7.99020400988388e-07
"447" "School - PS 133 Fred R Moore" 8 7.99020400988388e-07
"448" "School - PS 145 Andrew Jackson" 8 7.99020400988388e-07
"449" "School - PS 15 Patrick F Daly" 8 7.99020400988388e-07
"450" "School - PS 152 Evergreen" 8 7.99020400988388e-07
"451" "School - PS 171 Peter G Van Alst" 8 7.99020400988388e-07
"452" "School - PS 179 Kensington" 8 7.99020400988388e-07
"453" "School - PS 189 Lincoln Terrace" 8 7.99020400988388e-07
"454" "School - PS 196" 8 7.99020400988388e-07
"455" "School - PS 20 Port Richmond" 8 7.99020400988388e-07
"456" "School - PS 206 Joseph F Lamb" 8 7.99020400988388e-07
"457" "School - PS 214" 8 7.99020400988388e-07
"458" "School - PS 230 Dr Roland N Patterson" 8 7.99020400988388e-07
"459" "School - PS 24 Spuyten Duyvil" 8 7.99020400988388e-07
"460" "School - PS 289 George V Brower" 8 7.99020400988388e-07
"461" "School - PS 4 Maurice Wollin" 8 7.99020400988388e-07
"462" "School - PS 44 Thomas C Brown" 8 7.99020400988388e-07
"463" "School - PS 45 Horace E Greene" 8 7.99020400988388e-07
"464" "School - PS 50 Frank Hankinson" 8 7.99020400988388e-07
"465" "School - PS 50 Vito Marcantonio" 8 7.99020400988388e-07
"466" "School - PS 55 Henry M Boehm" 8 7.99020400988388e-07
"467" "School - PS 7 Samuel Stern" 8 7.99020400988388e-07
"468" "School - PS 8 Robert Fulton" 8 7.99020400988388e-07
"469" "School - PS 85 Great Expectations" 8 7.99020400988388e-07
"470" "School - PS 87 Bronx" 8 7.99020400988388e-07
"471" "School - PS-IS 384 Frances E Carter" 8 7.99020400988388e-07
"472" "School - Ralph A Fabrizio School" 8 7.99020400988388e-07
"473" "School - Richard R Green High School of Teaching" 8 7.99020400988388e-07
"474" "School - School for Excellence" 8 7.99020400988388e-07
"475" "School - Tag Young Scholars" 8 7.99020400988388e-07
"476" "School - The River School" 8 7.99020400988388e-07
"477" "School - The Urban Assembly Bronx Academy of Letters" 8 7.99020400988388e-07
"478" "School - Thurgood Marshall Academy for Learning and Social Change" 8 7.99020400988388e-07
"479" "TLC" 8 7.99020400988388e-07
"480" "DOC" 7 6.9914285086484e-07
"481" "DoITT" 7 6.9914285086484e-07
"482" "DYCD" 7 6.9914285086484e-07
"483" "MOPD" 7 6.9914285086484e-07
"484" "OCME" 7 6.9914285086484e-07
"485" "School - Brooklyn Scholars Charter School" 7 6.9914285086484e-07
"486" "School - Dr Jacqueline Peek-Davis School" 7 6.9914285086484e-07
"487" "School - Explorations Academy" 7 6.9914285086484e-07
"488" "School - Franklin Delano Roosevelt High School" 7 6.9914285086484e-07
"489" "School - Franklin K Lane High School" 7 6.9914285086484e-07
"490" "School - Gateway School for Environmental Research and Technology" 7 6.9914285086484e-07
"491" "School - Hebrew Language Academy Charter School" 7 6.9914285086484e-07
"492" "School - High School of Economics and Finance" 7 6.9914285086484e-07
"493" "School - IS 025 Adrien Block" 7 6.9914285086484e-07
"494" "School - IS 10 Horace Greeley" 7 6.9914285086484e-07
"495" "School - IS 2 George L Egbert" 7 6.9914285086484e-07
"496" "School - IS 231 Magnetech 2000" 7 6.9914285086484e-07
"497" "School - IS 24 Myra S Barnes" 7 6.9914285086484e-07
"498" "School - IS 313 School of Leadership Development" 7 6.9914285086484e-07
"499" "School - IS 51 Edwin Markham" 7 6.9914285086484e-07
"500" "School - IS 7 Elias Bernstein" 7 6.9914285086484e-07
"501" "School - IS 73 - The Frank Sansivieri Intermediate School" 7 6.9914285086484e-07
"502" "School - JHS 127 The Castle Hill" 7 6.9914285086484e-07
"503" "School - JHS 218 James P Sinnott" 7 6.9914285086484e-07
"504" "School - JHS 223 The Montauk" 7 6.9914285086484e-07
"505" "School - JHS 302 Rafael Cordero" 7 6.9914285086484e-07
"506" "School - JHS 50 John D Wells" 7 6.9914285086484e-07
"507" "School - Middle School 322" 7 6.9914285086484e-07
"508" "School - MS 35 Stephen Decatur" 7 6.9914285086484e-07
"509" "School - PS 1 Tottenville" 7 6.9914285086484e-07
"510" "School - PS 11 Kathryn Phelan" 7 6.9914285086484e-07
"511" "School - PS 11 Thomas Dongan School" 7 6.9914285086484e-07
"512" "School - PS 114 - Luis Llorens Torres Schools" 7 6.9914285086484e-07
"513" "School - PS 122 Mamie Fay" 7 6.9914285086484e-07
"514" "School - PS 127 Aerospace Science Magne" 7 6.9914285086484e-07
"515" "School - PS 127 McKinley Park" 7 6.9914285086484e-07
"516" "School - PS 134 Henrietta Szold" 7 6.9914285086484e-07
"517" "School - PS 143 Louis Armstrong" 7 6.9914285086484e-07
"518" "School - PS 154 Jonathan D Hyatt" 7 6.9914285086484e-07
"519" "School - PS 158 Bayard Taylor" 7 6.9914285086484e-07
"520" "School - PS 160 Walter Francis Bishop" 7 6.9914285086484e-07
"521" "School - PS 169 Sunset Park" 7 6.9914285086484e-07
"522" "School - PS 17 Henry D Woodworth" 7 6.9914285086484e-07
"523" "School - PS 185 Walter Kassenbrock" 7 6.9914285086484e-07
"524" "School - PS 2 Meyer London" 7 6.9914285086484e-07
"525" "School - PS 213 New Lots" 7 6.9914285086484e-07
"526" "School - PS 215 Lucretia Mott" 7 6.9914285086484e-07
"527" "School - PS 216 Arturo Toscanini" 7 6.9914285086484e-07
"528" "School - PS 233 Langston Hughes" 7 6.9914285086484e-07
"529" "School - PS 235 Lenox School" 7 6.9914285086484e-07
"530" "School - PS 239" 7 6.9914285086484e-07
"531" "School - PS 256 Benjamin Banneker" 7 6.9914285086484e-07
"532" "School - PS 284 Lew Wallace" 7 6.9914285086484e-07
"533" "School - PS 29 John M Harrigan" 7 6.9914285086484e-07
"534" "School - PS 32 State Street" 7 6.9914285086484e-07
"535" "School - PS 380 John Wayne Elementary" 7 6.9914285086484e-07
"536" "School - PS 4 Duke Ellington" 7 6.9914285086484e-07
"537" "School - PS 41 New Dorp" 7 6.9914285086484e-07
"538" "School - PS 46 Edgar Allan Poe" 7 6.9914285086484e-07
"539" "School - PS 506 The School of Journalism and Technology" 7 6.9914285086484e-07
"540" "School - PS 51 Elias Howe" 7 6.9914285086484e-07
"541" "School - PS 60 Woodhaven" 7 6.9914285086484e-07
"542" "School - PS 67 Charles A Dorsey" 7 6.9914285086484e-07
"543" "School - PS 69 Vincent D Grippo School" 7 6.9914285086484e-07
"544" "School - PS 70 Max Schoenfeld" 7 6.9914285086484e-07
"545" "School - PS 73 Bronx" 7 6.9914285086484e-07
"546" "School - PS 76 The Bennington School" 7 6.9914285086484e-07
"547" "School - PS 770 New American Academy" 7 6.9914285086484e-07
"548" "School - PS 81 Robert J Christen" 7 6.9914285086484e-07
"549" "School - PS 91 Richard Arkwright" 7 6.9914285086484e-07
"550" "School - PS 96 Richard Rodgers" 7 6.9914285086484e-07
"551" "School - PS 97 Bronx" 7 6.9914285086484e-07
"552" "School - PS-MS 147 Ronald Mcnair" 7 6.9914285086484e-07
"553" "School - School of Performing Arts" 7 6.9914285086484e-07
"554" "School - School of Science and Technology" 7 6.9914285086484e-07
"555" "School - Teachers College Community School" 7 6.9914285086484e-07
"556" "School - The Bellaire School" 7 6.9914285086484e-07
"557" "School - The Mott Hall School" 7 6.9914285086484e-07
"558" "School - Urban Assembly School for Criminal Justice" 7 6.9914285086484e-07
"559" "DOF" 6 5.99265300741291e-07
"560" "IA" 6 5.99265300741291e-07
"561" "NYCEM" 6 5.99265300741291e-07
"562" "OCHIA" 6 5.99265300741291e-07
"563" "School - Academy for Health Careers" 6 5.99265300741291e-07
"564" "School - Acorn Community High School" 6 5.99265300741291e-07
"565" "School - ALC John Jay" 6 5.99265300741291e-07
"566" "School - Bronx Academy of Health Careers" 6 5.99265300741291e-07
"567" "School - Bronx Health Sciences High School" 6 5.99265300741291e-07
"568" "School - Bronx High School for Medical Science" 6 5.99265300741291e-07
"569" "School - Brooklyn School for Music and Theatre" 6 5.99265300741291e-07
"570" "School - Conselyea Preparatory School" 6 5.99265300741291e-07
"571" "School - Edward R Murrow High School" 6 5.99265300741291e-07
"572" "School - ESMT - IS 190" 6 5.99265300741291e-07
"573" "School - Essence School" 6 5.99265300741291e-07
"574" "School - George Washington YABC" 6 5.99265300741291e-07
"575" "School - George Westinghouse Career and Technical Education High School" 6 5.99265300741291e-07
"576" "School - High School for Leadership and Public Service" 6 5.99265300741291e-07
"577" "School - IS 195 Roberto Clemente" 6 5.99265300741291e-07
"578" "School - IS 285 Meyer Levin" 6 5.99265300741291e-07
"579" "School - IS 98 Bay Academy" 6 5.99265300741291e-07
"580" "School - Jamaica High School" 6 5.99265300741291e-07
"581" "School - JHS 54 Booker T Washington" 6 5.99265300741291e-07
"582" "School - Maspeth High School" 6 5.99265300741291e-07
"583" "School - MS 113 Ronald Edmonds Learning Center" 6 5.99265300741291e-07
"584" "School - MS 267 Math, Science and Technology" 6 5.99265300741291e-07
"585" "School - Pace High School" 6 5.99265300741291e-07
"586" "School - Paul Robeson High School" 6 5.99265300741291e-07
"587" "School - Pioneer Academy" 6 5.99265300741291e-07
"588" "School - PS 1 The Bergen" 6 5.99265300741291e-07
"589" "School - PS 102 The Bayview" 6 5.99265300741291e-07
"590" "School - PS 105 The Bay School" 6 5.99265300741291e-07
"591" "School - PS 105 The Blythebourne" 6 5.99265300741291e-07
"592" "School - PS 108 Sal Abbracciamento" 6 5.99265300741291e-07
"593" "School - PS 110 Florence Nightingale" 6 5.99265300741291e-07
"594" "School - PS 112 Bronxwood" 6 5.99265300741291e-07
"595" "School - PS 112 Lefferts Park" 6 5.99265300741291e-07
"596" "School - PS 121 Throop" 6 5.99265300741291e-07
"597" "School - PS 13 Roberto Clemente" 6 5.99265300741291e-07
"598" "School - PS 130 The Parkside" 6 5.99265300741291e-07
"599" "School - PS 131 Abigail Adams" 6 5.99265300741291e-07
"600" "School - PS 132 The Conselyea School" 6 5.99265300741291e-07
"601" "School - PS 138 Brooklyn" 6 5.99265300741291e-07
"602" "School - PS 14 Fairview" 6 5.99265300741291e-07
"603" "School - PS 140 Nathan Straus" 6 5.99265300741291e-07
"604" "School - PS 151 Mary D Carter" 6 5.99265300741291e-07
"605" "School - PS 153 Adam Clayton Powell" 6 5.99265300741291e-07
"606" "School - PS 153 Helen Keller" 6 5.99265300741291e-07
"607" "School - PS 158 Warwick" 6 5.99265300741291e-07
"608" "School - PS 161 Ponce De Leon" 6 5.99265300741291e-07
"609" "School - PS 18 John G Whittier" 6 5.99265300741291e-07
"610" "School - PS 180 Hugo Newman" 6 5.99265300741291e-07
"611" "School - PS 183 Dr Richard R Green" 6 5.99265300741291e-07
"612" "School - PS 188 Michael E Berdy" 6 5.99265300741291e-07
"613" "School - PS 199 Jessie Isador Straus" 6 5.99265300741291e-07
"614" "School - PS 202 Ernest S Jenkyns" 6 5.99265300741291e-07
"615" "School - PS 214 Michael Friedsam" 6 5.99265300741291e-07
"616" "School - PS 219 Kennedy-King" 6 5.99265300741291e-07
"617" "School - PS 22" 6 5.99265300741291e-07
"618" "School - PS 226 - Bronx" 6 5.99265300741291e-07
"619" "School - PS 230 Doris L Cohen" 6 5.99265300741291e-07
"620" "School - PS 251 Paerdegat" 6 5.99265300741291e-07
"621" "School - PS 254 Dag Hammarskjold" 6 5.99265300741291e-07
"622" "School - PS 269 Nostrand" 6 5.99265300741291e-07
"623" "School - PS 298 Dr Betty Shabazz" 6 5.99265300741291e-07
"624" "School - PS 3 Charrette School" 6 5.99265300741291e-07
"625" "School - PS 306" 6 5.99265300741291e-07
"626" "School - PS 306 Ethan Allen" 6 5.99265300741291e-07
"627" "School - PS 308 Clara Cardwell" 6 5.99265300741291e-07
"628" "School - PS 35 Nathaniel Woodhull" 6 5.99265300741291e-07
"629" "School - PS 37" 6 5.99265300741291e-07
"630" "School - PS 373 - Brooklyn Transition Center" 6 5.99265300741291e-07
"631" "School - PS 375 Jackie Robinson School" 6 5.99265300741291e-07
"632" "School - PS 38 Roberto Clemente" 6 5.99265300741291e-07
"633" "School - PS 398 Walter Weaver" 6 5.99265300741291e-07
"634" "School - PS 40 George W Carver" 6 5.99265300741291e-07
"635" "School - PS 47 Chris Galas" 6 5.99265300741291e-07
"636" "School - PS 48 Joseph R Drake" 6 5.99265300741291e-07
"637" "School - PS 503 The School of Discovery" 6 5.99265300741291e-07
"638" "School - PS 53 Bay Terrace" 6 5.99265300741291e-07
"639" "School - PS 59 William Floyd" 6 5.99265300741291e-07
"640" "School - PS 64 Robert Simon" 6 5.99265300741291e-07
"641" "School - PS 72" 6 5.99265300741291e-07
"642" "School - PS 73 Thomas S Boyland" 6 5.99265300741291e-07
"643" "School - PS 8 Luis Belliard" 6 5.99265300741291e-07
"644" "School - PS 84 Jose De Diego" 6 5.99265300741291e-07
"645" "School - PS 84 Steinway" 6 5.99265300741291e-07
"646" "School - PS 87 Middle Village" 6 5.99265300741291e-07
"647" "School - PS 94 The Henry Longfellow" 6 5.99265300741291e-07
"648" "School - PS 95 The Gravesend" 6 5.99265300741291e-07
"649" "School - PS 96 Joseph Lanzetta" 6 5.99265300741291e-07
"650" "School - School for International Studies" 6 5.99265300741291e-07
"651" "School - Sheepshead Bay High School" 6 5.99265300741291e-07
"652" "School - South Bronx Preparatory: A College Board School" 6 5.99265300741291e-07
"653" "School - Space Shuttle Columbia School" 6 5.99265300741291e-07
"654" "School - The 47 American Sign Language and English Lower School" 6 5.99265300741291e-07
"655" "School - The Angelo Patri Middle School" 6 5.99265300741291e-07
"656" "School - Theatre Arts Production Company School" 6 5.99265300741291e-07
"657" "OAE" 5 4.99387750617743e-07
"658" "School - Academy for College Preparation and Career Exploration: A College Board School" 5 4.99387750617743e-07
"659" "School - Academy for Language and Technology" 5 4.99387750617743e-07
"660" "School - Academy of American Studies" 5 4.99387750617743e-07
"661" "School - Aviation Career and Technical Education High School" 5 4.99387750617743e-07
"662" "School - Benjamin Banneker Academy" 5 4.99387750617743e-07
"663" "School - Bronx Writing Academy" 5 4.99387750617743e-07
"664" "School - Brooklyn Community High School of Communication, Arts and Media" 5 4.99387750617743e-07
"665" "School - Columbia Secondary School" 5 4.99387750617743e-07
"666" "School - East-West School of International Studies" 5 4.99387750617743e-07
"667" "School - High School of Applied Communication" 5 4.99387750617743e-07
"668" "School - High School of Telecommunication Arts and Technology" 5 4.99387750617743e-07
"669" "School - International High School at Prospect Heights" 5 4.99387750617743e-07
"670" "School - IS 145 Joseph Pulitzer" 5 4.99387750617743e-07
"671" "School - IS 171 Abraham Lincoln" 5 4.99387750617743e-07
"672" "School - IS 192 The Linden" 5 4.99387750617743e-07
"673" "School - IS 27 Anning S Prall" 5 4.99387750617743e-07
"674" "School - IS 340" 5 4.99387750617743e-07
"675" "School - JHS 194 William Carr" 5 4.99387750617743e-07
"676" "School - JHS 22 Jordan L Mott" 5 4.99387750617743e-07
"677" "School - JHS 259 William Mckinley" 5 4.99387750617743e-07
"678" "School - JHS 265 Susan S McKinney" 5 4.99387750617743e-07
"679" "School - JHS 278 Marine Park" 5 4.99387750617743e-07
"680" "School - JHS 318 Eugenio Maria De Hostos" 5 4.99387750617743e-07
"681" "School - Landmark High School" 5 4.99387750617743e-07
"682" "School - Martin Van Buren High School" 5 4.99387750617743e-07
"683" "School - Monroe Academy for Business-Law" 5 4.99387750617743e-07
"684" "School - New School 1 at PS 60" 5 4.99387750617743e-07
"685" "School - NYC Lab School for Collaborative Studies" 5 4.99387750617743e-07
"686" "School - Park Slope Collegiate" 5 4.99387750617743e-07
"687" "School - Pathways College Preparatory School: A College Board School" 5 4.99387750617743e-07
"688" "School - PS 100 Glen Morris" 5 4.99387750617743e-07
"689" "School - PS 101 The Verrazano" 5 4.99387750617743e-07
"690" "School - PS 102 Jacques Cartier" 5 4.99387750617743e-07
"691" "School - PS 106 Parkchester" 5 4.99387750617743e-07
"692" "School - PS 107 Thomas A Dooley" 5 4.99387750617743e-07
"693" "School - PS 111 Jacob Blackwell" 5 4.99387750617743e-07
"694" "School - PS 116 Elizabeth L Farrell" 5 4.99387750617743e-07
"695" "School - PS 123 Suydam" 5 4.99387750617743e-07
"696" "School - PS 124 Silas B Dutcher" 5 4.99387750617743e-07
"697" "School - PS 128 Bensonhurst" 5 4.99387750617743e-07
"698" "School - PS 129 John H Finley" 5 4.99387750617743e-07
"699" "School - PS 129 Patricia Larkin" 5 4.99387750617743e-07
"700" "School - PS 130" 5 4.99387750617743e-07
"701" "School - PS 14 Senator John Calandra" 5 4.99387750617743e-07
"702" "School - PS 144 Col Jeromus Remsen" 5 4.99387750617743e-07
"703" "School - PS 150 Charles James Fox" 5 4.99387750617743e-07
"704" "School - PS 156 Laurelton" 5 4.99387750617743e-07
"705" "School - PS 16 John J Driscoll" 5 4.99387750617743e-07
"706" "School - PS 162 John Golden" 5 4.99387750617743e-07
"707" "School - PS 163 Arthur A Schomburg" 5 4.99387750617743e-07
"708" "School - PS 167 The Parkway" 5 4.99387750617743e-07
"709" "School - PS 170" 5 4.99387750617743e-07
"710" "School - PS 19 Marino Jeantet" 5 4.99387750617743e-07
"711" "School - PS 195 Manhattan Beach" 5 4.99387750617743e-07
"712" "School - PS 195 William Haberle" 5 4.99387750617743e-07
"713" "School - PS 196 Ten Eyck" 5 4.99387750617743e-07
"714" "School - PS 20 John Bowne" 5 4.99387750617743e-07
"715" "School - PS 205 Fiorello Laguardia" 5 4.99387750617743e-07
"716" "School - PS 206 Jose Celso Barbosa" 5 4.99387750617743e-07
"717" "School - PS 21 Philip H Sheridan" 5 4.99387750617743e-07
"718" "School - PS 221 Toussaint L'Ouverture" 5 4.99387750617743e-07
"719" "School - PS 23 Richmondtown" 5 4.99387750617743e-07
"720" "School - PS 246 Poe Center" 5 4.99387750617743e-07
"721" "School - PS 25 Eubie Blake School" 5 4.99387750617743e-07
"722" "School - PS 26 Jesse Owens" 5 4.99387750617743e-07
"723" "School - PS 268 Emma Lazarus" 5 4.99387750617743e-07
"724" "School - PS 270 Johann Dekalb" 5 4.99387750617743e-07
"725" "School - PS 274 Kosciusko" 5 4.99387750617743e-07
"726" "School - PS 279 Herman Schreiber" 5 4.99387750617743e-07
"727" "School - PS 291" 5 4.99387750617743e-07
"728" "School - PS 30 Hernandez-Hughes" 5 4.99387750617743e-07
"729" "School - PS 30 Wilton" 5 4.99387750617743e-07
"730" "School - PS 328 Phyllis Wheatley" 5 4.99387750617743e-07
"731" "School - PS 33 Chelsea Prep" 5 4.99387750617743e-07
"732" "School - PS 33 Edward M Funk" 5 4.99387750617743e-07
"733" "School - PS 34 Oliver H Perry" 5 4.99387750617743e-07
"734" "School - PS 369 Coy L Cox School" 5 4.99387750617743e-07
"735" "School - PS 40 Samuel Huntington" 5 4.99387750617743e-07
"736" "School - PS 46 Arthur Tappan" 5 4.99387750617743e-07
"737" "School - PS 47 John Randolph" 5 4.99387750617743e-07
"738" "School - PS 48 P O Michael J Buczek" 5 4.99387750617743e-07
"739" "School - PS 49 Willis Avenue" 5 4.99387750617743e-07
"740" "School - PS 64 Pura Belpre" 5 4.99387750617743e-07
"741" "School - PS 69 Jackson Heights" 5 4.99387750617743e-07
"742" "School - PS 7 Louis F Simeone" 5 4.99387750617743e-07
"743" "School - PS 77" 5 4.99387750617743e-07
"744" "School - PS 90 Edna Cohen School" 5 4.99387750617743e-07
"745" "School - PS 93 William H Prescott" 5 4.99387750617743e-07
"746" "School - PS 94 David D Porter" 5 4.99387750617743e-07
"747" "School - PS 95 Eastwood" 5 4.99387750617743e-07
"748" "School - PS 99 Kew Gardens" 5 4.99387750617743e-07
"749" "School - PS MS 194" 5 4.99387750617743e-07
"750" "School - PS-IS 155 Nicholas Herkimer" 5 4.99387750617743e-07
"751" "School - PS-IS 218 Rafael Hernandez Dual Language Magnet School" 5 4.99387750617743e-07
"752" "School - Rachel Carson High School for Coastal Studies" 5 4.99387750617743e-07
"753" "School - Stuyvesant High School" 5 4.99387750617743e-07
"754" "School - The Bronxwood Preparatory Academy" 5 4.99387750617743e-07
"755" "School - The Gordon Parks School" 5 4.99387750617743e-07
"756" "School - The Lexington Academy" 5 4.99387750617743e-07
"757" "School - The Urban Assembly School of Music and Art" 5 4.99387750617743e-07
"758" "School - Theodore Roosevelt Evening High School - Mondays and Wednesdays" 5 4.99387750617743e-07
"759" "School - Urban Assembly Institute of Math and Science for Young Women" 5 4.99387750617743e-07
"760" "ACS Commissioner - EC" 4 3.99510200494194e-07
"761" "Correspondence Router for MOO" 4 3.99510200494194e-07
"762" "CWI" 4 3.99510200494194e-07
"763" "EMTF" 4 3.99510200494194e-07
"764" "OPA" 4 3.99510200494194e-07
"765" "SBS" 4 3.99510200494194e-07
"766" "School - Academy for Scholarship and Entrepreneurship" 4 3.99510200494194e-07
"767" "School - Academy for Social Action: A College Board School" 4 3.99510200494194e-07
"768" "School - ACE Academy for Scholars at the Geraldine Ferraro Campus" 4 3.99510200494194e-07
"769" "School - Automotive High School" 4 3.99510200494194e-07
"770" "School - Bedford Academy High School" 4 3.99510200494194e-07
"771" "School - Bedford Stuyvesant New Beginnings Charter School" 4 3.99510200494194e-07
"772" "School - Bronx Early College Academy for Teaching and Learning" 4 3.99510200494194e-07
"773" "School - Bronx School of Law and Finance" 4 3.99510200494194e-07
"774" "School - Brooklyn Dreams Charter School" 4 3.99510200494194e-07
"775" "School - Bushwick Ascend Charter School" 4 3.99510200494194e-07
"776" "School - Bushwick School for Social Justice" 4 3.99510200494194e-07
"777" "School - Chelsea Career and Technical Education High School" 4 3.99510200494194e-07
"778" "School - Childrens Workshop at PS 361" 4 3.99510200494194e-07
"779" "School - Cynthia Jenkins School" 4 3.99510200494194e-07
"780" "School - East Harlem Scholars Academy Charter School" 4 3.99510200494194e-07
"781" "School - El Puente Academy for Peace and Justice" 4 3.99510200494194e-07
"782" "School - Ella Baker School" 4 3.99510200494194e-07
"783" "School - Frederick Douglass Academy IV Secondary School" 4 3.99510200494194e-07
"784" "School - Freedom Academy High School" 4 3.99510200494194e-07
"785" "School - Gramercy Arts High School" 4 3.99510200494194e-07
"786" "School - Gregorio Luperon High School for Science and Mathematics" 4 3.99510200494194e-07
"787" "School - Health Professions and Human Services" 4 3.99510200494194e-07
"788" "School - Henry Street School for International Studies" 4 3.99510200494194e-07
"789" "School - High School for Medical Professions" 4 3.99510200494194e-07
"790" "School - IS 117 Joseph H Wade" 4 3.99510200494194e-07
"791" "School - IS 204 Oliver W Holmes" 4 3.99510200494194e-07
"792" "School - IS 219 New Venture School" 4 3.99510200494194e-07
"793" "School - IS 229 Roland Patterson" 4 3.99510200494194e-07
"794" "School - IS 281 Joseph B Cavallaro" 4 3.99510200494194e-07
"795" "School - IS 77" 4 3.99510200494194e-07
"796" "School - IS M286 Renaissance Leadership Academy" 4 3.99510200494194e-07
"797" "School - James Weldon Johnson" 4 3.99510200494194e-07
"798" "School - JHS 125 Henry Hudson" 4 3.99510200494194e-07
"799" "School - JHS 131 Albert Einstein" 4 3.99510200494194e-07
"800" "School - JHS 220 John J Pershing" 4 3.99510200494194e-07
"801" "School - JHS 226 Virgil I Grissom" 4 3.99510200494194e-07
"802" "School - JHS 227 Edward B Shallow" 4 3.99510200494194e-07
"803" "School - JHS 292 Margaret S Douglas" 4 3.99510200494194e-07
"804" "School - JHS 52 Inwood" 4 3.99510200494194e-07
"805" "School - Kappa" 4 3.99510200494194e-07
"806" "School - KIPP STAR College Prep Charter School" 4 3.99510200494194e-07
"807" "School - Manhattan School for Career Development" 4 3.99510200494194e-07
"808" "School - Morris Academy for Collaborative Studies" 4 3.99510200494194e-07
"809" "School - Mott Hall High School" 4 3.99510200494194e-07
"810" "School - Mott Hall IV" 4 3.99510200494194e-07
"811" "School - MS 172 Irwin Altman" 4 3.99510200494194e-07
"812" "School - MS 246 Walt Whitman" 4 3.99510200494194e-07
"813" "School - MS K266 - Park Place Community Middle School" 4 3.99510200494194e-07
"814" "School - Newtown High School" 4 3.99510200494194e-07
"815" "School - Pelham Preparatory Academy" 4 3.99510200494194e-07
"816" "School - PS - MS 11X498 - Van Nest Academy" 4 3.99510200494194e-07
"817" "School - PS 107 John W Kimball" 4 3.99510200494194e-07
"818" "School - PS 108 Assemblyman Angelo Del Toro Educational Complex" 4 3.99510200494194e-07
"819" "School - PS 109" 4 3.99510200494194e-07
"820" "School - PS 112 Jose Celso Barbosa" 4 3.99510200494194e-07
"821" "School - PS 115 Daniel Mucatel School" 4 3.99510200494194e-07
"822" "School - PS 119 Amersfort" 4 3.99510200494194e-07
"823" "School - PS 121 Nelson A Rockefeller" 4 3.99510200494194e-07
"824" "School - PS 128 Audubon" 4 3.99510200494194e-07
"825" "School - PS 13 M L Lindemeyer" 4 3.99510200494194e-07
"826" "School - PS 138" 4 3.99510200494194e-07
"827" "School - PS 146" 4 3.99510200494194e-07
"828" "School - PS 152 Gwendoline N Alleyne School" 4 3.99510200494194e-07
"829" "School - PS 153 Homecrest" 4 3.99510200494194e-07
"830" "School - PS 164 Queens Valley" 4 3.99510200494194e-07
"831" "School - PS 168" 4 3.99510200494194e-07
"832" "School - PS 169 Bay Terrace" 4 3.99510200494194e-07
"833" "School - PS 176 Ovington" 4 3.99510200494194e-07
"834" "School - PS 177" 4 3.99510200494194e-07
"835" "School - PS 177 The Marlboro" 4 3.99510200494194e-07
"836" "School - PS 18 John Peter Zenger" 4 3.99510200494194e-07
"837" "School - PS 185 The Early Childhood Discovery and Design Magnet School" 4 3.99510200494194e-07
"838" "School - PS 19 Roberto Clemente" 4 3.99510200494194e-07
"839" "School - PS 192 - The Magnet School for Math and Science Inquiry" 4 3.99510200494194e-07
"840" "School - PS 192 Jacob H Schiff" 4 3.99510200494194e-07
"841" "School - PS 193 Gil Hodges" 4 3.99510200494194e-07
"842" "School - PS 194 Raoul Wallenberg" 4 3.99510200494194e-07
"843" "School - PS 195" 4 3.99510200494194e-07
"844" "School - PS 203 The School for Future Leaders" 4 3.99510200494194e-07
"845" "School - PS 204 Vince Lombardi" 4 3.99510200494194e-07
"846" "School - PS 207" 4 3.99510200494194e-07
"847" "School - PS 21 Crispus Attucks" 4 3.99510200494194e-07
"848" "School - PS 223 Lyndon B Johnson" 4 3.99510200494194e-07
"849" "School - PS 232 Lindenwood" 4 3.99510200494194e-07
"850" "School - PS 24" 4 3.99510200494194e-07
"851" "School - PS 272 Curtis Estabrook" 4 3.99510200494194e-07
"852" "School - PS 276 Louis Marshall" 4 3.99510200494194e-07
"853" "School - PS 29 Bardwell" 4 3.99510200494194e-07
"854" "School - PS 290 Manhattan New School" 4 3.99510200494194e-07
"855" "School - PS 299 Thomas Warren Field" 4 3.99510200494194e-07
"856" "School - PS 316 Elijah Stroud" 4 3.99510200494194e-07
"857" "School - PS 371 - Lillian L Rashkis" 4 3.99510200494194e-07
"858" "School - PS 41 Greenwich Village" 4 3.99510200494194e-07
"859" "School - PS 43 Jonas Bronck" 4 3.99510200494194e-07
"860" "School - PS 48 Mapleton" 4 3.99510200494194e-07
"861" "School - PS 48 PO Michael J Buczek" 4 3.99510200494194e-07
"862" "School - PS 50 Clara Barton" 4 3.99510200494194e-07
"863" "School - PS 54 Hillside" 4 3.99510200494194e-07
"864" "School - PS 55 Maure" 4 3.99510200494194e-07
"865" "School - PS 56 Norwood Heights" 4 3.99510200494194e-07
"866" "School - PS 58" 4 3.99510200494194e-07
"867" "School - PS 59 Beekman Hill International" 4 3.99510200494194e-07
